time,flux
260.2156913851795,50723.86
260.2163725665523,50672.094
260.21705364792433,50804.598
260.2177347295292,50740.96
260.2184157109077,50684.516
260.2190968922805,50679.004
260.21977797388536,50699.676
260.2204590552574,50732.91
260.22114023663016,50746.734
260.221821318235,50699.844
260.2225023996143,50787.67
260.2231835809871,50735.465
260.2238645625912,50739.926
260.2245456439632,50775.96
260.225226825336,50668.906
260.2259079069481,50691.08
260.22658898832015,50675.758
260.22727016969293,50698.445
260.2279512512978,50709.273
260.2286323326698,50739.277
260.2293134140491,50680.582
260.22999449565395,50762.45
260.230675577026,50750.547
260.231356658398,50732.9
260.2320378400036,50704.715
260.2327189213829,50727.094
260.23340000275493,50710.613
260.23408118436055,50698.395
260.2347621657318,50759.297
260.23544324710383,50708.074
260.23612442870945,50690.766
260.23680551008874,50708.363
260.23748659146077,50645.07
260.23816777283355,50712.707
260.2388488544384,50773.496
260.2395299358104,50680.855
260.24021091718896,50771.383
260.2408920987946,50685.723
260.2415731801666,50704.62
260.2422543615394,50753.332
260.24293544314423,50656.76
260.24361652452353,50769.04
260.2442977058963,50679.316
260.24497878726834,50720.113
260.24565976887243,50683.973
260.2463409502452,50672.23
260.2470220316245,50746.64
260.24770311322936,50598.723
260.24838429460215,50692.438
260.24906537597417,50695.992
260.249746457579,50756.93
260.2504276389518,50743.03
260.25110862033034,50717.1
260.25178970170236,50656.457
260.252470883308,50643.668
260.25315196468,50730.86
260.253833046052,50713.96
260.2545142276649,50735.008
260.25519530903694,50710.41
260.25587639040896,50733.125
260.256557471781,50685.387
260.25723855338583,50623.89
260.25791963476513,50694.863
260.25860071613715,50700.812
260.25928189750994,50675.09
260.2599629791148,50671.215
260.2606440604868,50698.918
260.2613252418596,50712.047
260.26200622347096,50647.066
260.262687304843,50654.34
260.26336848621577,50713.543
260.2640495675878,50723.12
260.26473064919264,50674.375
260.26541173057194,50652.645
260.2660929119447,50626.977
260.26677399331675,50686.6
260.26745497492084,50630.22
260.2681361562936,50667.56
260.2688172376729,50692.77
260.26949831904494,50692.93
260.27017950065056,50744.047
260.2708605820226,50686.332
260.27154176339536,50746.953
260.2722228450002,50633.58
260.2729039263795,50703.35
260.2735849077508,50661.273
260.27426608912356,50719.652
260.2749471707284,50704.38
260.2756283521012,50710.89
260.2763094334805,50703.703
260.2769905148525,50677.527
260.2776716964581,50712.715
260.27835277783015,50658.992
260.2790337592014,50635.61
260.27971494058147,50678.367
260.2803960219535,50760.11
260.28107710355835,50698.156
260.28175828493113,50749.633
260.28243936630315,50625.703
260.2831204476752,50685.098
260.28380162928806,50689.8
260.2844826106593,50680.41
260.28516369203135,50738.19
260.28584477340337,50700.445
260.286525955009,50693.977
260.2872070363883,50747.812
260.2878881177603,50657.49
260.2885692991331,50648.33
260.2892503805051,50711.38
260.2899313621092,50688.63
260.29061254348926,50680.785
260.2912936248613,50679.863
260.2919747062333,50712.69
260.29265578783816,50659.45
260.29333696921094,50676.336
260.29401805059024,50742.555
260.29469913196226,50748.066
260.2953802133343,50726.86
260.29606129493914,50712.484
260.29674237631116,50746.797
260.29742355768394,50733.582
260.29810463906324,50662.52
260.2987857206681,50655.152
260.2994669020409,50722.793
260.3001479834129,50692.973
260.30082896479144,50700.844
260.30151004616346,50725.008
260.3021912277691,50690.508
260.3028723091411,50661.31
260.3035534905139,50753.594
260.3042345718859,50649.3
260.3049157532587,50690.605
260.3055968348708,50665.1
260.3062778162421,50677.906
260.3069588976141,50694.965
260.3076400789869,50682.535
260.3083211603662,50639.434
260.30900224197103,50698.598
260.3096834233438,50725.688
260.31036450471584,50699.543
260.31104558608786,50680.97
260.3117266674599,50758.484
260.312407749072,50712.438
260.31308883044403,50719.1
260.3137700118168,50704.82
260.31445109318884,50725.78
260.31513217456086,50764.715
260.3158133559409,50689.848
260.31649443754577,50695.715
260.31717541891703,50694.71
260.3178566002898,50612.25
260.31853768166184,50745.664
260.31921876304114,50716.605
260.319899844646,50682.59
260.3205810260188,50681.53
260.3212621073908,50784.676
260.3219431887628,50739.2
260.3226242701421,50729.71
260.32330535151414,50647.145
260.323986433119,50769.445
260.324667514491,50713.324
260.3253486958638,50691.457
260.3260297772358,50688.035
260.3267109586159,50673.105
260.3273920399879,50704.273
260.328073021592,50602.188
260.328754102964,50737.42
260.3294352843368,50683.734
260.3301163657161,50713.445
260.3307975470889,50647.707
260.3314786284609,50660.117
260.33215971006575,50682.14
260.33284089143854,50623.902
260.3335218728171,50724.34
260.3342029541891,50730.8
260.3348841355619,50685.223
260.3355652169339,50654.04
260.3362462983059,50693.613
260.33692747991154,50664.02
260.33760856129084,50650.117
260.33828964266286,50712.62
260.33897082403564,50728.703
260.3396518054069,50678.832
260.3403328867789,50677.727
260.341014068159,50695.223
260.34169514976384,50695.246
260.34237623113586,50694.484
260.3430573125079,50689.91
260.34373849388066,50686.977
260.3444195752527,50740.96
260.345100656632,50656.797
260.345781738004,50676.13
260.34646281960886,50692.906
260.3471439009809,50711.28
260.34782508235367,50696.08
260.34850616373296,50729.965
260.349187245105,50657.312
260.34986842647777,50671.605
260.35054940784903,50681.695
260.35123048922105,50670.293
260.3519115708332,50712.453
260.35259275220596,50698.094
260.353273833578,50689.613
260.35395491495,50756.395
260.3546360963228,50774.555
260.3553171777021,50639.152
260.35599815907335,50656.438
260.35667934044614,50682.92
260.357360422051,50770.613
260.358041503423,50650.484
260.3587226847958,50694.523
260.3594037661751,50715.02
260.3600848475471,50626.9
260.3607660289199,50724.23
260.36144701029116,50680.89
260.36212809167046,50718.11
260.36280927304324,50658.77
260.3634903546481,50741.375
260.3641714360201,50738.72
260.3648526173929,50683.598
260.3655336987649,50714.04
260.3662148801377,50771.23
260.36689586151624,50701.457
260.36757694288826,50661.723
260.3682580242603,50692.4
260.36893920563307,50648.508
260.36962028701237,50692.957
260.3703013683844,50685.582
260.37098254999,50775.367
260.371663631362,50721.33
260.3723446127333,50699.62
260.37302579410607,50698.703
260.37370687548537,50766.793
260.3743879568574,50743.004
260.3750691382302,50722.45
260.3757502196022,50738.168
260.3764313009742,50660.24
260.3771124823543,50773.28
260.37779346372554,50735.867
260.3784745453304,50683.996
260.3791556267024,50693.18
260.3798368080752,50732.35
260.3805178894545,50754.477
260.3811989708265,50711.758
260.3818801521993,50747.426
260.3825612335713,50725.24
260.3832422149426,50692.094
260.38392339632264,50701.375
260.38460447769467,50695.473
260.3852855590667,50772.37
260.38596674043947,50746.098
260.3866478218115,50653.098
260.3873289031835,50703.445
260.3880100847964,50649.87
260.38869106616767,50705.945
260.3893721475397,50727.086
260.3900532289117,50659.438
260.3907344102845,50707.613
260.3914154916638,50719.09
260.3920966730366,50667.348
260.3927777544086,50717.613
260.3934589357814,50726.938
260.3941398171519,50720.39
260.39482099853194,50736.883
260.39550207990396,50732.785
260.39618326127675,50706.316
260.39686434264877,50668.69
260.3975454240208,50764.46
260.3982266053936,50718.47
260.3989076867729,50731.61
260.3995887683777,50693.598
260.40026984974975,50727.234
260.40095093112177,50726.93
260.4016320124938,50713.566
260.40231319387385,50703.824
260.4029942752459,50651.72
260.4036753566179,50738.375
260.4043565379907,50716.605
260.4050376193627,50733.895
260.40571860074124,50668.133
260.40639968211326,50652.51
260.40708086348604,50676.367
260.40776194485807,50726.906
260.4084430262301,50745.445
260.4091242076029,50664.555
260.40980528898217,50685.684
260.4104863703542,50690.684
260.4111674517262,50717.574
260.41184853309824,50690.582
260.41252961447026,50743.61
260.41321069584956,50703.973
260.41389187722234,50662.234
260.41457295859436,50665.33
260.41525413996715,50697.027
260.41593522133917,50707.95
260.4166162027177,50744.938
260.4172972840897,50705.457
260.4179784654625,50668.676
260.41865954683453,50635.543
260.4193407282073,50683.06
260.42002180957934,50749.758
260.42070289095864,50732.457
260.4213840723314,50696.543
260.4220650537027,50708.543
260.4227461350747,50709.582
260.423427216454,50704.895
260.4241083978268,50743.785
260.4247894791988,50672.742
260.4254706605716,50690.875
260.4261517419436,50679.73
260.42683282331564,50667.934
260.4275138046942,50685.72
260.42819498606696,50754.637
260.428876067439,50720.754
260.42955724881176,50672.87
260.4302383301838,50687.223
260.4309194115631,50660.543
260.43160059293587,50747.25
260.4322816743079,50639.58
260.43296265567915,50720.91
260.43364373705117,50694.047
260.43432491842395,50678.76
260.43500599980325,50736.543
260.4356870811753,50738.86
260.43636826254806,50716.29
260.4370493439201,50690.63
260.4377304252921,50706.934
260.4384115066714,50690.414
260.4390925880434,50691.297
260.43977366941544,50753.844
260.44045475078747,50665.49
260.44113593216025,50704.566
260.44181701353955,50796.168
260.44249809491157,50696.77
260.44317927628435,50718.836
260.4438602576556,50763.188
260.44454133902764,50727.977
260.4452225204004,50638.234
260.4459036017797,50699.965
260.44658468315174,50722.12
260.4472658645245,50723.656
260.44794694589655,50733.613
260.44862802726857,50718.266
260.4493090086471,50713.723
260.4499901900199,50711.26
260.4506712713919,50660.895
260.4513524527647,50796.04
260.4520335341367,50721.54
260.452714615516,50757.48
260.4533957968888,50680.79
260.4540768782608,50709.934
260.4547578596321,50746.582
260.45543904100487,50692.547
260.45612012238416,50685.574
260.4568012037562,50721.945
260.45748238489614,50721.977
260.45816346626816,50630.652
260.45884464764094,50707.32
260.45952572901297,50718.555
260.46020681039226,50761.574
260.4608877917635,50792.277
260.4615689731363,50721.19
260.46225005450833,50617.586
260.46293113588035,50650.76
260.4636123172604,50675.426
260.46429339863244,50678.57
260.46497448000446,50688.734
260.4656555613765,50656.18
260.4663366427485,50681.258
260.4670177241278,50707.996
260.4676988054998,50712.023
260.4683799868726,50677.105
260.4690610680118,50652.79
260.4697421493838,50717.574
260.4704233307566,50651.824
260.4711044121359,50721.402
260.47178539350716,50668.516
260.47246657487995,50662.098
260.47314765625197,50690.215
260.473828737624,50733.977
260.47450991900405,50722.74
260.47519100037607,50716.332
260.4758720817481,50687.605
260.4765532631209,50680.03
260.47723424449214,50665.152
260.47791532587144,50657.824
260.4785964070106,50758.48
260.4792775883834,50748.477
260.47995866975543,50700.484
260.4806398511282,50665.56
260.48132093250024,50678.906
260.48200201387954,50649.77
260.4826829952508,50723.477
260.4833641766236,50625.965
260.4840452579956,50665.516
260.4847264393684,50777.824
260.4854075207477,50739.35
260.4860886018869,50694.406
260.48676978325966,50744.594
260.4874508646317,50613.51
260.48813184600294,50686.01
260.488813027383,50710.902
260.489494108755,50663.754
260.49017519012705,50718.67
260.49085637149983,50671.695
260.49153745287185,50610.527
260.49221853425115,50693.29
260.4928996156232,50700.31
260.49358069676236,50721.188
260.4942617781344,50729.94
260.4949428595064,50699.547
260.4956240408792,50681.227
260.4963051222585,50665.92
260.4969862036305,50683.918
260.4976673850033,50721.945
260.4983484663753,50738.195
260.4990294477466,50695.01
260.4997106288938,50724.47
260.50039171026583,50734.83
260.50107279163785,50702.176
260.5017538730099,50762.36
260.50243505438266,50739.18
260.50311613576196,50746.695
260.503797217134,50707.777
260.504478298506,50710.72
260.5051593796452,50712.953
260.5058404610172,50770.61
260.5065216423973,50694.07
260.5072027237693,50660.086
260.5078838051413,50680.32
260.5085649865141,50678.1
260.5092460678861,50688.324
260.50992704926466,50702.836
260.5106082304046,50694.832
260.51128931177664,50723.1
260.51197039314866,50673.1
260.51265157452144,50708.742
260.51333265589346,50649.332
260.51401383726625,50650.0
260.51469491864555,50688.55
260.515375899784,50691.258
260.516056981156,50706.316
260.5167381625288,50704.95
260.5174192439081,50664.668
260.51810042528086,50651.74
260.5187815066529,50725.797
260.5194625880249,50709.2
260.5201436691641,50703.844
260.5208248505369,50779.594
260.5215058319154,50799.31
260.52218691328744,50712.027
260.5228680946602,50698.934
260.52354917603225,50708.027
260.52423025740427,50744.414
260.5249114385515,50736.336
260.5255925199235,50688.45
260.52627360129554,50695.418
260.52695468266757,50756.34
260.5276357640396,50704.355
260.5283168454189,50675.96
260.5289979265581,50670.996
260.52967910793086,50718.457
260.5303601893029,50738.24
260.5310412706749,50742.9
260.5317224520477,50654.59
260.5324034334262,50698.535
260.5330845145654,50730.56
260.53376559593744,50677.77
260.5344467773102,50686.0
260.53512785868224,50656.453
260.5358090400623,50705.25
260.5364901214343,50683.758
260.5371712025735,50692.426
260.5378521839448,50694.08
260.53853336531756,50699.855
260.53921444669686,50778.89
260.53989562806964,50681.555
260.54057670920884,50663.3
260.54125779058086,50693.38
260.54193897195364,50743.17
260.54262005332566,50688.434
260.5433010347042,50717.133
260.543982216077,50708.918
260.5446632972162,50711.164
260.5453443785882,50724.652
260.546025559961,50745.766
260.5467066413403,50692.457
260.5473877227123,50752.355
260.54806890385225,50759.74
260.5487498852235,50725.832
260.54943096659554,50714.535
260.5501121479756,50695.695
260.5507932293476,50620.44
260.5514743104868,50740.08
260.5521554918596,50749.887
260.5528365732316,50672.727
260.5535176546109,50696.46
260.5541986359822,50734.64
260.5548798171221,50627.277
260.55556089849415,50787.973
260.5562419798662,50683.99
260.55692316123896,50691.58
260.55760424261825,50692.598
260.55828532375745,50653.17
260.55896650513023,50712.07
260.5596474865015,50640.062
260.5603285678808,50668.64
260.5610096492528,50723.19
260.56169083039276,50707.047
260.5623719117648,50725.605
260.5630529931368,50693.1
260.5637341745096,50685.402
260.56441525565606,50692.758
260.5650962370273,50754.496
260.5657774184001,50776.97
260.5664584997721,50657.395
260.56713958114415,50667.7
260.5678207622841,50681.664
260.5685018436634,50716.586
260.5691830250362,50761.457
260.5698641064082,50721.688
260.57054508754663,50620.027
260.57122616892593,50650.7
260.5719073502987,50647.258
260.57258843167074,50717.945
260.5732696128107,50674.938
260.5739506941827,50699.363
260.57463177555474,50726.93
260.5753129569275,50628.375
260.5759939380732,50647.875
260.57667501944525,50650.863
260.57735620081803,52576.06
260.57803728219005,50688.562
260.57871836356935,50677.066
260.5793995447093,50678.582
260.5800806260813,50703.41
260.58076170745335,50710.637
260.5814426888246,50673.61
260.58212386996456,50677.53
260.58280495134386,50686.113
260.5834860327159,50700.535
260.58416721408867,50742.72
260.58484829522786,50675.83
260.5855293765999,50724.324
260.5862104579792,50717.01
260.58689163935196,50682.688
260.5875726204904,50680.656
260.5882537018624,50744.254
260.5889348832352,50674.25
260.5896159646145,50726.57
260.5902970457537,50653.793
260.59097822712647,50684.918
260.5916593084985,50666.082
260.5923403896377,50738.18
260.593021471017,50682.293
260.593702552389,50710.92
260.594383633761,50707.055
260.595064814901,50684.254
260.595745896273,50641.14
260.596426977645,50663.54
260.5971081590251,50673.9
260.5977892401643,50703.363
260.59847022153554,50679.676
260.5991514029083,50697.0
260.5998324840475,50671.73
260.6005135654268,50710.137
260.6011947467996,50716.957
260.6018758281716,50722.402
260.60255700931157,50674.36
260.6032380906836,50677.246
260.6039190720621,50718.945
260.6046001532013,50671.184
260.6052813345741,50754.01
