time,flux
200.32408500967722,556960.0
200.3247661127025,557085.9
200.32544721572776,557031.9
200.32612831898587,556844.44
200.3268094220184,556807.9
200.3274905250437,556900.0
200.32817172830255,556935.25
200.32885283132782,557030.2
200.3295339343531,557016.2
200.33021513761196,557018.3
200.3308962406445,557058.5
200.33157724366902,556989.7
200.33225834692712,557033.3
200.33293954995315,557281.6
200.33362065297842,556964.4
200.33430185624456,557114.9
200.33498295926984,556913.4
200.3356640622951,556970.6
200.33634526532114,556868.3
200.33702626857848,556844.56
200.33770737161103,557087.8
200.3383884746363,557062.44
200.33906967789517,556784.75
200.33975078092044,556733.56
200.34043198394647,556928.4
200.34111308720458,556929.0
200.34179419023712,556827.6
200.34247539326316,556965.0
200.3431563965205,556850.0
200.34383749954577,557067.94
200.3445187025718,556897.8
200.34519980583718,557008.7
200.34588090886245,557010.8
200.3465621118885,556970.94
200.34724321491376,557143.25
200.34792431817186,557027.25
200.3486054212044,556811.25
200.34928652422968,557048.7
200.34996762748779,556939.1
200.35064873051306,556896.9
200.3513299335391,556979.5
200.3520110367972,557111.7
200.35269213982974,557105.6
200.35337334285578,556958.2
200.3540543458803,556794.06
200.3547354491384,556855.4
200.35541655217094,557121.8
200.35609775519697,557137.56
200.35677885845507,557084.0
200.35745996148034,557171.06
200.35814116450638,557107.1
200.35882226753165,556918.3
200.35950327079627,557096.6
200.3601844738223,556850.9
200.36086557684757,557034.06
200.36154668010568,556950.56
200.3622278831317,556885.5
200.36290898616426,556883.1
200.3635901891903,556648.4
200.3642712924484,556933.2
200.3649522954729,557175.2
200.36563339849818,556874.5
200.36631460175704,556727.5
200.3669957047896,556991.8
200.36767690781562,556910.6
200.3683580108409,556931.6
200.369039114099,556963.3
200.36972031712503,556876.44
200.37040132015682,556834.7
200.3710824231821,556914.44
200.3717635264402,556881.2
200.37244472946622,557031.3
200.3731258324915,556894.2
200.37380703551753,557104.7
200.3744881387829,556957.56
200.37516924180818,556988.25
200.3758502448327,556944.4
200.37653144785872,556962.7
200.3772125511241,556823.4
200.37789365414937,556986.6
200.3785748571754,556809.06
200.3792559604335,557013.4
200.37993706345878,556894.1
200.38061826648482,557077.06
200.3812992695166,556911.25
200.3819803727747,557040.6
200.38266147579998,556955.06
200.383342678826,556908.6
200.38402378185128,557031.5
200.38470488511666,556766.94
200.3853860881427,556944.2
200.38606719116797,556899.25
200.38674819419248,557080.0
200.38742939745134,556984.5
200.3881105004839,557054.6
200.38879160350916,557042.94
200.3894728065352,557179.6
200.3901539097933,556865.0
200.39083501281857,556967.7
200.3915162158446,557052.44
200.3921972188764,556949.7
200.39287832190166,556905.6
200.39355942515976,556778.4
200.3942406281858,557098.25
200.39492173121107,557028.2
200.39560293424438,557042.0
200.39628403750248,556992.94
200.39696514052775,557075.1
