time,flux
231.38336551852262,306415.84
231.384046611769,306241.88
231.38472760478908,306315.34
231.3854087978034,306362.1
231.38608989081695,306181.84
231.38677098406333,306328.53
231.38745217707765,306270.62
231.38813327009848,306482.7
231.38881436311203,306244.97
231.38949545635842,306293.4
231.39017654937197,306497.62
231.39085764238553,306399.53
231.39153883540712,306484.12
231.3922199286535,306473.78
231.39290102166706,306353.47
231.3935821146806,306263.25
231.39426330792776,306253.7
231.3949444009413,306387.1
231.39562539396138,306326.47
231.3963065869757,306282.1
231.39698768022208,306446.62
231.39766877323564,306543.16
231.39834986625647,306426.38
231.39903105927078,306350.06
231.39971215251717,306445.94
231.40039334553148,306417.53
231.40107433854428,306384.6
231.40175543155783,306360.78
231.4024365248115,306329.03
231.4031177178258,306347.78
231.40379881083936,306326.38
231.40448000385368,306217.22
231.40516109686723,306320.66
231.40584219011362,306243.0
231.4065231831337,306369.16
231.407204376148,306283.4
231.40788546916156,306246.44
231.4085666624087,306442.28
231.40924775542226,306294.8
231.4099288484431,306179.7
231.4106100414574,306457.03
231.4112911347038,306509.22
231.41197212771658,306376.7
231.4126533207309,306296.7
231.41333441375173,306317.5
231.41401550676528,306297.56
231.41469670001243,306187.72
231.41537779302598,306491.44
231.41605888603954,306408.3
231.41673997906037,306253.16
231.41742107230675,306194.72
231.4181021653203,306369.4
231.41878325833386,306343.88
231.41946445134818,306379.97
231.42014554436173,306381.03
231.4208266376154,306377.88
231.4215078306297,306204.12
231.42218892364326,306404.38
231.42286991665605,306275.2
231.4235511099032,306275.75
231.42423220292403,306474.72
231.42491329593759,306243.03
231.42559438895114,306361.66
231.42627558196546,306276.4
231.42695667521184,306299.1
231.42763776823267,306321.0
231.42831886124623,306281.97
231.42899995425978,306277.38
231.42968104727333,306249.7
231.43036224052048,306358.38
231.4310433335413,306241.56
231.43172442655487,306415.5
231.43240561956918,306306.56
231.43308671258274,306291.06
231.43376770582836,306194.16
231.43444889884267,306491.8
231.4351299918635,306260.62
231.43581108487706,306171.2
231.43649227789138,306256.44
231.43717337090493,306358.75
231.43785446415131,306253.2
231.4385356571729,306212.03
231.43921675018646,306288.38
231.43989774319925,306244.53
231.44057893621357,306366.4
231.44126002945995,306476.47
231.44194112248078,306297.6
231.4426223154951,306478.22
231.44330340850865,306220.0
231.4439845015222,306237.5
231.44466569453652,306325.47
231.44534668778942,306259.97
231.44602778080298,306211.03
231.4467089738173,306220.06
231.44739006683085,306460.84
231.4480711598444,306282.0
231.44875235285872,306195.75
231.44943344611238,306430.94
231.45011453912593,306299.28
231.4507956321395,306329.38
231.45147672515304,306260.5
231.4521578181666,306278.4
231.45283891118743,306243.12
231.45352010443457,306212.38
231.45420119744813,306320.9
231.45488229046168,306334.03
231.455563483476,306282.6
231.45624447649607,306171.06
231.45692556950962,306381.8
231.45760676275677,306302.25
231.45828785577032,306474.88
231.45896894878388,306262.44
231.4596501417982,306324.53
231.46033123481902,306288.38
231.46101232783258,306365.4
231.46169332084537,306176.7
231.46237451409252,306431.44
231.46305560710607,306398.0
231.46373680012766,306391.22
231.46441789314122,306338.6
231.46509898615477,306326.75
231.4657801791691,306154.0
231.46646127218264,306374.22
231.46714226543554,306240.78
231.4678233584491,306302.53
231.4685045514634,306347.34
231.46918564447697,306268.53
231.46986683749128,306287.28
231.47054793050484,306399.47
231.47122902352567,306310.94
231.4719102167728,306409.9
231.4725912097856,306317.9
231.47327230279916,306326.8
231.47395349581348,306488.56
231.4746345888343,306314.53
231.47531568184786,306341.94
231.47599687486218,306250.97
231.47667796787573,306362.4
231.47735906088928,306264.72
231.47804015414295,306229.7
231.4787212471565,306320.5
