time,flux
131.5124394588347,39024.062
131.53287376232765,39034.062
131.55330796582712,39028.047
131.57374206931854,39028.258
131.59417627258517,39031.824
131.61461057585257,39020.82
131.63504467900202,39036.902
131.65547888214496,39034.254
131.67591318517952,39029.97
131.69634738808963,39012.16
131.71678149100626,39024.184
131.73721569380723,39038.508
131.75764999648527,39031.703
131.77808409916906,39030.926
131.7985183017372,39042.78
131.8189526041824,39024.13
131.83938670651696,39032.81
131.85982090885227,39027.195
131.8802551111803,39031.098
131.90068931328278,39029.18
131.92112351538526,39026.29
131.94155771736405,39023.99
131.9619919193501,39034.36
131.98242612121976,39019.67
132.00286032296572,39024.273
132.02329442460177,39026.8
132.04372872623935,39033.598
132.06416292775248,39040.523
132.0845970291557,39036.836
132.1050312305597,39035.31
132.12546553184075,39039.895
132.14589963301114,39019.945
132.1663338341823,39028.723
132.18676813523052,39031.945
132.20720233616885,39032.598
132.2276364371064,39029.33
132.24807063792832,39033.76
132.2685049386273,39036.668
132.28893903933204,39028.29
132.30937323991384,39024.246
132.32980754038726,39031.355
132.35024164074275,39021.906
132.370675841099,39036.15
132.39111004133156,39036.12
132.41154424145498,39033.46
132.43197844157112,39031.33
132.45241264157812,39031.96
132.47284694158589,39032.617
132.4932810413593,39031.816
132.5137152411262,39029.484
132.5341493407832,39029.695
132.55458364043443,39033.27
132.57501783997577,39035.88
132.59545193939994,39033.97
132.6158862387092,39037.703
132.63632043801044,39051.85
132.65675463720254,39035.125
132.67718873627746,39031.93
132.69762303534662,39033.832
132.7180572343059,39040.45
132.73849133314798,39029.363
132.7589256319843,39040.477
132.77935983071075,39031.836
132.79979392932,39040.42
132.82022812780633,39033.242
132.8406624263007,39021.508
132.86109652467712,39036.023
132.88153072304704,39038.145
132.90196502119215,39048.133
132.92239911933575,39027.793
132.94283331735642,39039.855
132.96326751538436,39042.617
132.98370181329665,39028.598
133.00413591108372,39050.58
133.02457010876242,39039.453
133.04500430644111,39032.723
133.06543850399612,39036.33
133.08587270144199,39042.56
133.10630689888785,39033.117
133.1267410960936,39033.453
133.14717529342306,39034.703
133.16760949051968,39042.93
133.18804368760902,39036.227
133.20847798459,39040.863
133.22891208145302,39043.145
133.24934627830953,39033.336
133.2697804749405,39044.87
133.29021467168786,39039.246
133.31064886819513,39038.445
133.3310829647089,39030.223
133.3515172611078,39040.61
133.37195145738224,39038.24
133.39238565354754,39057.684
133.41281984971283,39032.27
133.43325404575444,39047.387
133.45368824180332,39045.043
133.4741223376186,39055.938
133.49455663342815,39043.906
133.5149908292442,39039.36
133.53542492482666,39040.22
133.55585922040336,39045.17
133.57629341587017,39038.938
133.5967275112198,39034.215
133.6171617065629,39040.35
133.63759600179765,39043.188
133.65803019690793,39052.44
133.6784642919083,39027.23
133.69889858691022,39024.414
133.71933278179495,39047.24
133.73976687655522,39046.094
133.76020107132354,39048.668
133.78063536596892,39045.266
133.80106946050364,39034.58
133.8215036549227,39038.16
133.84193784934178,39042.56
133.86237204352074,39031.34
133.8828062378234,39032.793
133.9032404318932,39042.465
133.92367462595575,39036.363
133.94410881990916,39041.6
133.96454301374615,39047.39
133.9849771074587,39042.387
134.00541140118003,39047.676
134.0258455947842,39039.957
134.0462796882639,39049.832
134.0667139817524,39044.867
134.08714817512373,39038.395
134.1075822683706,39036.6
134.1280164615091,39023.76
134.14845075464837,39027.79
134.16888494754676,39012.582
134.18931904045166,39016.887
134.2097533333581,39036.527
134.23018752614007,39017.152
134.25062161869573,39022.87
134.27105581125215,39013.484
134.29149010380206,39020.57
134.3119241962413,39014.17
134.33235838844848,39011.363
134.35279268076556,39025.492
134.37322677285556,39012.547
134.4140951569134,39028.605
134.43452934877132,39016.785
134.45496354051284,39021.227
134.47539773224707,39026.816
134.49583202387294,39025.56
134.51626611538086,39032.79
134.53670030676585,39035.188
134.55713439815736,39035.727
134.57756868943397,39046.586
134.59800288058614,39035.016
134.6184369717448,39036.465
134.63887116267142,39049.324
134.65930545359151,39039.047
134.6797396444017,39046.477
134.7001738352119,39047.305
134.7206080258984,39039.527
134.74104221635935,39033.62
134.76147630693595,39040.81
134.7819104972732,39044.81
134.8023447876185,39039.38
134.8227789778466,39035.742
134.84321306795755,39044.383
134.86364735794632,39036.086
134.8840815479416,39044.293
134.9045157378132,39043.215
134.9249498275749,39040.86
134.9453841172217,39041.44
134.96581830674404,39032.13
134.9862523962729,39037.83
135.00668668568687,39050.656
135.0271208750928,39066.633
135.04755496427242,39042.99
135.0679891534528,39041.773
135.08842344251025,39035.09
135.10885753145703,39042.88
135.12929172040458,39040.13
135.14972600911278,39044.09
135.1701601978275,39033.48
135.19059428642504,39046.21
135.21102847501606,39048.215
135.2314627633823,39039.59
135.251896851747,39041.42
135.2723310401052,39046.637
135.29276512823708,39046.508
135.31319941625406,39044.582
135.333633604263,39032.098
135.35406769216206,39053.277
135.37450197994622,39051.594
135.39493616772234,39043.23
135.4153703553893,39050.617
135.4358044428227,39038.293
135.45623873036675,39040.41
135.47667291768448,39049.25
135.49710700500145,39028.85
135.51754129207984,39047.34
135.53797547928116,39049.41
135.55840956624888,39041.79
135.57884375310095,39042.68
135.5992780399465,39051.805
135.6197121266814,39047.625
135.64014631329337,39039.746
135.66058059991337,39041.336
135.68101478629978,39043.195
135.70144887268543,39045.094
135.72188305894815,39042.105
135.7423173451025,39033.773
135.76275143124803,39048.293
135.78318561716878,39039.066
135.8036199030903,39043.543
135.82405398889387,39051.37
135.84448817469092,39043.105
135.86492236026243,39050.62
135.88535654582665,39039.02
135.90579073128174,39044.777
135.9262249166204,39047.656
135.94665900195832,39036.867
135.96709328705765,39038.35
135.9875274721635,39048.027
136.00796155715216,39055.543
136.02839584213507,39049.688
136.04883002689166,39041.402
136.0692641116475,39048.246
136.0896982962804,39032.08
136.11013258080493,39043.89
136.130566765205,39049.676
136.1510008496116,39046.67
136.17143513378687,39031.73
136.1918693179614,39030.49
136.21230340201146,39054.89
136.23273758606956,39055.97
136.25317186988832,39032.09
136.27360595371283,39048.086
136.2940401374217,39031.71
136.3144744210149,39053.402
136.3349085045993,39053.98
136.3553426879589,39034.72
136.37577687131852,39038.035
136.39621105455444,39038.086
136.41664523768122,39063.49
136.4370794206916,39034.543
136.45751370369544,39031.285
136.47794778658863,39051.812
136.49838196936616,39055.95
136.51881615202,39044.777
136.5392503345647,39039.957
136.55968451710942,39037.223
136.58011869953043,39044.23
136.6005528818423,39045.938
136.62098706403776,39047.723
136.64142124610953,39026.152
136.66185542818857,39032.99
136.6822896100348,39046.445
136.70272379187372,39054.047
136.72315797360352,39056.99
136.74359205533256,39033.617
136.764026336823,39050.395
136.78446051831997,39049.508
136.80489459969976,39034.84
136.8253288809574,39042.066
136.8457630621051,39039.004
136.86619724324555,39047.95
136.88663132415968,39040.8
136.90706560507533,39034.598
136.9274997858738,39041.81
136.94793386654783,39038.08
136.96836814723065,39035.13
136.9888023276726,39038.625
137.00923640812107,39043.168
137.02967058845388,39049.496
